Part,Sentence,ann1,ann2,ann3
csv,"Wenn Sie diese Frage prüfen wollen, dann folgen Sie mit mir, wie ich es gethan, den Regungen der czechischen Volksseele.",negative,mixed,neutral
csv,"In dem Theater einer czechischen Stadt wird vor gefülltem Hause folgendes lehrreiche Coupletgesungen: „Freche Schwaben in Böhmen haben für das Theater Geld genug, wollen uns Czechen aus dem Lande jagen; aber welche Ueberraschung, der Donner schlug die Deutschen nieder.",negative,mixed,negative
csv,In einem andern czechischen Theater wurde das vom blutigsten Deutschenhaß triefende Stück „Der Thomäka“ gegeben und die Worte „Tod allen Deutschen!“,negative,negative,negative
csv,"Dr. v. Plener, welcher die geschichtlichen Reminiscenzen Böhmens angerufen, um durch dieselben die dynastische Treue und Loyalität des czechischen Volkes abzuwägen.",mixed,neutral,neutral
csv,"Was die Verdächtigungen des böhmischen Volkes in Prag betrifft, so fordere ich den Abg.",negative,negative,neutral
csv,"Plene auf, mit Belegen hervorzutreten, welche für seine Behauptung sprechen, widrigens ich alle diese Anschuldigungen als das betrachten müßte, was sie sind — als eine Provocation und als eine Insulte des böhmischen Volkes und der böhmischen Bevölkerung in Prag.",negative,negative,negative
csv,"Bis zum Tage der Errichtung des Appellations=Gerichtes in Prag sei der Instanzenzug nicht nach Prag, sondern an die Schöffenstühle irgend einer deutschen Reichsstadt gerichtet gewesen und als im Jahre 1543 der Appellations=Gerichtshof zu Drag gegründet warde sei.",neutral,neutral,neutral
csv,"In den Bezirken Rumburg und Schluckenau wohnen 120,000 Deutsche, und diesen will man czechische Beamte vorsetzen?",negative,negative,negative
csv,"Offegg aufgehört deutsch zu sein, weil einigetausend czechische Arbeiter sich daselbst niedergelassen haben, aus deutsche Hand Arbeit und Brot erhalten?",negative,negative,neutral
csv,"Was Sie mit dieser Verordnung uns bieten, das ist — ich frage jeden Unparteiischen, ich frage jeden Richtdeutschen, um Gotteswillen nur keinen Czechen, — ist nichts Anderes, als der nächste 8.",negative,negative,negative
csv,"Ja, es ist noch mehr, was hier prakticirt wird, es ist die buchstäbliche Bedeutung des czechischen Memorandums vom December 1879, das sich bekanntlich zu der Forderung in Stellung:",mixed,neutral,neutral
csv,Die Handels= und Gewerbekammern werden somit künftig vorerst die sprachliche Qualifikation ihrer Caudidaten zu prüfen haben und in den rein deutschen Bezirken die qualificirten Personen aus dem stächlichen Lande Czechoviens verschreiben müssen.,neutral,neutral,negative
csv,"so sagt man uns, Und das ist ein wohlgemeinter Rath; aber Thatsache ist es, daß 98, bei 99 Percent der Deutschen in Böhmen derzeit die czechische Sprache nicht sprechen.",neutral,neutral,neutral
csv,"links), und hätte mancher der Herren Czechen, deren Wiege auf deutschem Boden stand, nicht das Glück gehabt, in seiner Kindheit nach Czechovien zu kommen, er hätte zeitlebens darauf verzichten müssen, ein Führer der Ration zu werden und die nationale Fahne gegen seine eigene Muttersprache ins Feld zu führen.",negative,negative,negative
csv,Die Erlernung der czechischen Sprache bietet notorisch große Schwierigkeiten und durch Gewaltmittel erleichtern Sie sie unserem Volke nicht.,negative,negative,negative
csv,"Ja, die Herren Abgeordneten, welche von derlinken Seite des Hauses heute noch sprachen, die Herren Abgeordneten Dr. Ritter v. Krauß und Dr. Hallwich, machten ja förmlich der Regierung den Vorwurf, daß sie böhmische Beamte in deutsche Gebiete sende und dadurch die Bevölkerung vielleicht gar von ihrer Nationalität abbringen wolle, daß diese Beamten Propagandisten sind für den Czechismus u. s. f. Meine Herren!",negative,negative,negative
csv,"Niemandem fällt es ein, eine Propaganda für den Czechismus in der deutschen Bevölkerung zu machen; dar aber muß die Regierung allerdings wünschen, daß ihre Functionäre, welche auch mit der anderssprechenden Bevölkerung in so innige Berührung kommen, die Landessprache kennen. Denn man sagt, es geschieht dies wol zur Captivirung jenergeehrten Mitglieder des Hauses, welche aus Ländern stammen, wosich die Verhältnisse anders entwickelt haben; wenn man sagt, Nie- wand wird verlangen, daß der Richter in Kufstein die italienische jener in Noveredo die deutsche Sprache kennen muß; wenn man sagt. Niemand wird verlangen, daß der Richter in Leoben die slovenische Sprache kennt, während man diesen Anspruch in Südsteiermark stellt, so liegt der Grund hiefür darin, daß sich die Verhältnisse in den Ländern verschieden entwickelt haben.",neutral,negative,neutral
csv,"v. Plener, hat darauf hingewiesen, daß der Ober=Landesgerichts=Präsident in Prag vor etwa drei Wochen sich veranlaßt sah, ein Circulär zu erlassen, um dem abzuhelfen.",neutral,neutral,positive
csv,"ES ist nicht wahr, daß die Regierung nur czechische Beamte in deutschen Bezirken anstellt, und dafür kann ich mich auf das Zeugniß eines Blattes Ihrer eigenen Parteirichtung berufen.",positive,neutral,neutral
csv,"Die Czechen verlangen ja nur, daß das Czechische auch in den deutschen Gegenden gleichberechtigt sei, wenn sie auch anerkennen wollen, daß in solchen Gegenden das Deutsche vorherrschen müsse; aber es handle sich darum, in dieser Weise den Begriff des Landes überall aufrecht zu erhalten.",positive,neutral,positive
csv,"Die Schwierigkeit, für alle Bescheide und Entscheidungen bei den czechischen Gerichten die nöthigen Uebersetzer herbeizuschaffen, mache es auch nöthig, darauf zu sehen, daß alle Beamten und Richter beider Landessprachen mächtig seien.",neutral,neutral,neutral
csv,"Wenn darauf hingewiesen wurde, daß die Verfassungspartei, als sie die Herrschaft hatte, das Czechische aus Amt und Gericht nicht verdrängt habe, so sei dies heute, wo ihr die Macht dazu fehlt, noch weniger zu befürchten.",positive,positive,neutral
csv,"Krauß bezüglich der Verhältnisse in Pilsen seien nicht stichhältig, da Pilsen von jeher eine vorwiegend czechische Stadt war.",negative,neutral,neutral
csv,Die milde Sprache der czechischen Redner hier im Hause kann wol nur als eine geschickte Taktik bezeichnet werden.,negative,negative,neutral
csv,Durch Ueberfluthung Mährens mit czechischen Agitatoren änderten sich erst nach und nachm Mähren die Czechen in Mähren zum Beitritte zur Declarationen überreden vermochten.,negative,negative,negative
csv,"Wo die Stämme gemischt unter einander leben, da hat die Gleichberechtigung der Sprachen stets bestanden; aber das Schwergewicht der Verordnung liegt eben darin, daß man in dem großen deutschen Sprachenmiete die czechische Sprache einführen will. Kein Ministerium ist berechtigt, Verordnungen herauszugeben, welche mit den bestehenden Gesetzen im Widerspruche stehen, wie es bei der Sprachen=Verordnung der Fall.",neutral,mixed,neutral
csv,"Ich kann mir keinen andern Zweck der Verordnung denken, als die Czechisirung des Beamtenstandes in den deutschen Bezirken, um die deutsche Bevölkerung unter czechische Beamte zu stellen und unter dem Einflüsse dieser Beamten in ihrer Bewegung zu hindern.",negative,negative,negative
csv,In Amerika übersetze man für die Czechen die Verfassung ins Czechische.,negative,neutral,positive
csv,"Den Versprechungen der Linken, man wolle den Nichtdeutschen in Oesterreich nicht zu nahe treten, schenke man in Böhmen kein Vertrauen, da die Czechen noch vor der Freiheit ihre Nationalität lieben und sie geschützt wissen wollen.",positive,neutral,negative
csv,"Die czechischen Arbeiter, die in deutschen Städten arbeiten, sollte man in nationaler Weise nicht hintansetzen und ihre Rechte schützen.",positive,positive,positive
csv,Nun sind die national=polnischen Revanche=Politiker plötzlich verstummt.,mixed,neutral,neutral
csv,"Der Jagellonenstaat, der Wenzelstaat und der illirische Staat geben ihre Bisilkarten ab. Der Czechismus gleicht jenem geriebenen Delective, der vom Polizei=Chef den Auftrag zur Auffindung eines armen Mädchens erhielt, dem durch viele Todesfälle in der Verwandtschaft eine Erbschaft von Millionen zugefallen war. Schon den andern Tag äußerte sich der Agent, vor sechs Wochen die Adresse der reichen Erbin nicht angeben zu können. Als die sechs Wochen um- waren, erklärte er in herablassendem Tone dem erstaunten Chef: „Unter diese Zeit die Förmlichkeiten abzukürzen war unmöglich; gefunden hatte ich sie schon den ersten Tag, allein erst gestern habe ich sie geheiratet, und heute begehre ich meine Entlassung.",negative,negative,neutral
csv,"Aehnlich können in der Prager Landstube angesichts des Großgrundbesitzes, dessen Glieder in der Mehrzahl nicht Czechisch verstehen, die Czechenführer ausrufen: „Es ist doch merkwürdig, daß Ihre Herrlichkeiten czechischer sind, als wir!“",negative,neutral,neutral
csv,"Man denke sich die Aufregung, welche ein solches Vorhaben im polnischen Club hervorrufen wird.",positive,neutral,mixed
csv,"Ein jeder Tag kritisirt diese plastische Declamation von den Gefühlen der Reichseinheit leider nur zu sehr, und in Prag hat man es ja kürzlich erlebt, daß die „patriotischen Kunstfreunde“ von heute es geschehen ließen, daß auf dem Denkmale, ohne alle Rücksicht für den dargestellten Helden, ohne Scheu für das Historische und für den reichseinheitlichen Geist, in welchem das Denkmal gedacht, ausgeführt, errichtet und mit einer in der Reichssprache abgefaßten Inschrift geschmückt war, die deutsche Inschrift einer czechischen weichen mußte. Ernster ist die Forderung Rieger's, daß die „wichtigsten Abschnitte“ dieses fast 92jährigen Lebens zum Ausdruckegebracht werden sollen.",negative,negative,negative
csv,"Denn er war nicht als ihr letzter großer Poet, er war auch ihr bester Patriot, Im Exil gestorben und in fremder Erde begraben sind auch Adam Mickiewicz, Slowacki, Krasinski; das ist bis vor nicht langer Zeit das stereotype Schicksal polnischer Dichter und Patrioten gewesen.",mixed,positive,negative
csv,"März 1879, die polnische Nation ihrem Dichter veranstaltete; denn nicht harmonisch aufzulösen und darum auch nicht geeignet, versöhnend zuwirken, ist dieser Contrast.",negative,negative,neutral
csv,"Ihn bekümmerte schon früh die Wahrnehmung, daß der polnische Adel mit den demonstrativen Trauer=Zustimmungen um das Vaterland die Aufgabe seines Lebens als erfüllt ansah, dafür aber aller ersprießlichen Arbeit hochfahrend den Rücken kehrte.",negative,negative,negative
csv,"Excellenz im vorliegenden Falle, die so berechtigten Wünsche der Slovenen unberücksichtigt zu lassen? 2.",negative,mixed,negative
csv,"Bobrzynski, hat vorgestern gesagt: „Ja, was fommt denn immer die böhmische Sache; da handelt es sich nur um einige gemischte Bezirke, und das wäre gerade so, als wenn die polnischen Abgeordneten immer nur vom Fürstenthume Teschen sprechen würden.“",negative,neutral,negative
csv,"links), Bezirke, in denen nicht ein einziger Angehöriger der czechischen Nationalität lebt oder sie gelebt hat.",negative,neutral,neutral
csv,"Im Herzogthums Schlesien wohnen zerstreut 144,000 Angehörige der polnischen Nationalität.",neutral,neutral,neutral
csv,"Niemandem in Böhmen wird es je einfallen, zu widerstreiten, daß dort, wo es durch ein wirklich öffentliches Interesse geboten ist, dafür gesorgt werden müsse, daß der Einzelne in seiner Sprache kein Hinderniß finde, sich bei den Behörden verständlich zu machen; daß aber jeder Beamte in Böhmen der böhmischen Sprache mächtig sein müsse — und das wird immer gefordert — ist nicht aus Rücksichten der Zweckmüßigkeit zu erklären, sonst müßte man das in Wien vielmehr fordern, weil hier viel mehr Czechen sind.",mixed,negative,mixed
csv,"Nicht Rücksichten der Zweckmäßigkeit sind es, welche diese Forderung bestimmen, denn die Zweckmäßigkeit müßte es, ja ebenso erfordern, daß jeder Beamte in Tirol Deutsch und Italienisch und jeder Beamte in Steiermark, Deutsch und Slovenisch sprechen könne.",mixed,negative,neutral
csv,Meine allgemeine Bemerkung jedoch über die fortwährende Abnahme der Kenntniß der deutschen Sprache seitens der czechischen Jugend bleibt aufrecht und wird dadurch nichtentkräftet. Abg.,negative,neutral,neutral
csv,"In Folge vielfacher Anregungen von Seite seiner Mitglieder und auch um der eigenen Ueberzeugung Ausdruck zu geben, hat dieser Verein in Prag an die Handels= und Gewerbekammer in Pest ein Schreiben gerichtet, in welchem die Agitation der czechischen Zeitungen gegen den Bezug ungarischer Landesproducte perhorcescirtird, weil jede Agitation ähnlicher Art im wirthschaftlichen Lebender Volker zu verwerfen ist.",negative,neutral,negative
csv,"Ein Brünner jungczechischer Advocat schlug vor, daß sämmtlich czechische Abgeordnete ihre Mandate niederlegen sollen, damit das czechische Volk in dem Streite entscheiden könne.",neutral,neutral,neutral
csv,"Dieser Vorschlag fand aber in der Versammlung, in welcher die Anhänger der alt=czechischen clerical=feudalen Partei die Mehrheit hatten, kein Entgegenkommen. Znaim, 29.",neutral,neutral,neutral
csv,"Der Erlaß macht schon nach seinem Wortlaute die czechische Sprache zur Sprache des Substrats der Berathung und damit theilweise zur ihrern Dienst- sprache und muß, wie die czechischen Juristen gegen die abschwächenden Erklärungen der Minister ausführen, binnen Kurzem zur völligen czechischen Berathung aller derartigen Angelegenheiten beim Prager Ober=Landesgerichte führen, woran jetzt schon die Forderung nach einer czechischen Abtheilung des Obersten Gerichtshofes geknüpft wird. Die Regierung, welche trotz des gewichtigsten Einspruches diese Verordnung aufrecht erhält, widersetzt sich aber gleichzeitig mit allem Nachdrucke der Forderung der Deutschen nach einer Zweitheilung des Präger Ober=Landesgerichtes, die durch den neuen Zustand nur an Berechtigung gewonnen hat.",negative,mixed,mixed
csv,Die beiden letzten gewichtigeren czechischen Aeußerungen über diese Frage bestätigen diese Ansicht.,positive,positive,positive
csv,"Wir haben in drei aufeinander folgenden Landtagssessionen Anträge gestellt, eine sachliche Berathung der deutschen Beschwerden mit den czechischen Führern herbeiführen wollen und haben von Jahr zu Jahr eine schnödere Ablehnung erfahren.",negative,negative,negative
csv,"es einmal zu einer Verständigung oder wenigstens zu einer friedlichen Auseinandersetzung mit den Czechen komme, um endlich Ruhe und Ordnung in diesem Lande herzustellen Ich glaube aber, daß solche Verhandlungen nur unter zwei Voraussetzungen wirklich gelingen können.",positive,mixed,mixed
csv,"Einmal eine mäßige Haltung der Czechen, welche einsehen würden, daß diese Frage nicht ausschließlich von dem Standpunkte zweier Landessprachen zu lösen ist, und dann die vermittelnde Thätigkeit einer Regierung, welcher beide Theile ein gewisses Vertrauen entgegenbringen können und welche an dem Staatsgedanken festhält. Gegenwärtig aber sind die Führer der Czechen im Besitze der Macht, wollen diese ausnützen, scheinen keine Nöthigung zu fühlen, auch nur einen Theil ihres Standpunktes zu concediren, und werden wahrscheinlich angesichts der leidenschaftlichen Anklagen der Jungczechen, welche ihnen vorwerfen, nicht genug national zu sein, noch weniger zu einem Einlenken bereit sein.",negative,negative,mixed
