,Part,Sentence,token_count,annotation
99,csv,"Ja, die Herren Abgeordneten, welche von derlinken Seite des Hauses heute noch sprachen, die Herren Abgeordneten Dr. Ritter v. Krauß und Dr. Hallwich, machten ja förmlich der Regierung den Vorwurf, daß sie böhmische Beamte in deutsche Gebiete sende und dadurch die Bevölkerung vielleicht gar von ihrer Nationalität abbringen wolle, daß diese Beamten Propagandisten sind für den Czechismus u. s. f. Meine Herren!",62,negative
100,csv,"Niemandem fällt es ein, eine Propaganda für den Czechismus in der deutschen Bevölkerung zu machen; dar aber muß die Regierung allerdings wünschen, daß ihre Functionäre, welche auch mit der anderssprechenden Bevölkerung in so innige Berührung kommen, die Landessprache kennen. Denn man sagt, es geschieht dies wol zur Captivirung jenergeehrten Mitglieder des Hauses, welche aus Ländern stammen, wosich die Verhältnisse anders entwickelt haben; wenn man sagt, Nie- wand wird verlangen, daß der Richter in Kufstein die italienische jener in Noveredo die deutsche Sprache kennen muß; wenn man sagt. Niemand wird verlangen, daß der Richter in Leoben die slovenische Sprache kennt, während man diesen Anspruch in Südsteiermark stellt, so liegt der Grund hiefür darin, daß sich die Verhältnisse in den Ländern verschieden entwickelt haben.",122,neutral
101,csv,"v. Plener, hat darauf hingewiesen, daß der Ober=Landesgerichts=Präsident in Prag vor etwa drei Wochen sich veranlaßt sah, ein Circulär zu erlassen, um dem abzuhelfen.",24,neutral
102,csv,"ES ist nicht wahr, daß die Regierung nur czechische Beamte in deutschen Bezirken anstellt, und dafür kann ich mich auf das Zeugniß eines Blattes Ihrer eigenen Parteirichtung berufen.",28,neutral
103,csv,"Die Czechen verlangen ja nur, daß das Czechische auch in den deutschen Gegenden gleichberechtigt sei, wenn sie auch anerkennen wollen, daß in solchen Gegenden das Deutsche vorherrschen müsse; aber es handle sich darum, in dieser Weise den Begriff des Landes überall aufrecht zu erhalten.",44,positive
104,csv,"Die Schwierigkeit, für alle Bescheide und Entscheidungen bei den czechischen Gerichten die nöthigen Uebersetzer herbeizuschaffen, mache es auch nöthig, darauf zu sehen, daß alle Beamten und Richter beider Landessprachen mächtig seien.",31,neutral
105,csv,"Wenn darauf hingewiesen wurde, daß die Verfassungspartei, als sie die Herrschaft hatte, das Czechische aus Amt und Gericht nicht verdrängt habe, so sei dies heute, wo ihr die Macht dazu fehlt, noch weniger zu befürchten.",35,positive
106,csv,"Krauß bezüglich der Verhältnisse in Pilsen seien nicht stichhältig, da Pilsen von jeher eine vorwiegend czechische Stadt war.",18,neutral
107,csv,Die milde Sprache der czechischen Redner hier im Hause kann wol nur als eine geschickte Taktik bezeichnet werden.,18,negative
108,csv,Durch Ueberfluthung Mährens mit czechischen Agitatoren änderten sich erst nach und nachm Mähren die Czechen in Mähren zum Beitritte zur Declarationen überreden vermochten.,23,negative
109,csv,"Wo die Stämme gemischt unter einander leben, da hat die Gleichberechtigung der Sprachen stets bestanden; aber das Schwergewicht der Verordnung liegt eben darin, daß man in dem großen deutschen Sprachenmiete die czechische Sprache einführen will. Kein Ministerium ist berechtigt, Verordnungen herauszugeben, welche mit den bestehenden Gesetzen im Widerspruche stehen, wie es bei der Sprachen=Verordnung der Fall.",56,neutral
110,csv,"Ich kann mir keinen andern Zweck der Verordnung denken, als die Czechisirung des Beamtenstandes in den deutschen Bezirken, um die deutsche Bevölkerung unter czechische Beamte zu stellen und unter dem Einflüsse dieser Beamten in ihrer Bewegung zu hindern.",38,negative
113,csv,"Die czechischen Arbeiter, die in deutschen Städten arbeiten, sollte man in nationaler Weise nicht hintansetzen und ihre Rechte schützen.",19,positive
114,csv,Nun sind die national=polnischen Revanche=Politiker plötzlich verstummt.,7,neutral
115,csv,"Der Jagellonenstaat, der Wenzelstaat und der illirische Staat geben ihre Bisilkarten ab. Der Czechismus gleicht jenem geriebenen Delective, der vom Polizei=Chef den Auftrag zur Auffindung eines armen Mädchens erhielt, dem durch viele Todesfälle in der Verwandtschaft eine Erbschaft von Millionen zugefallen war. Schon den andern Tag äußerte sich der Agent, vor sechs Wochen die Adresse der reichen Erbin nicht angeben zu können. Als die sechs Wochen um- waren, erklärte er in herablassendem Tone dem erstaunten Chef: „Unter diese Zeit die Förmlichkeiten abzukürzen war unmöglich; gefunden hatte ich sie schon den ersten Tag, allein erst gestern habe ich sie geheiratet, und heute begehre ich meine Entlassung.",105,negative
116,csv,"Aehnlich können in der Prager Landstube angesichts des Großgrundbesitzes, dessen Glieder in der Mehrzahl nicht Czechisch verstehen, die Czechenführer ausrufen: „Es ist doch merkwürdig, daß Ihre Herrlichkeiten czechischer sind, als wir!“",31,neutral
118,csv,"Ein jeder Tag kritisirt diese plastische Declamation von den Gefühlen der Reichseinheit leider nur zu sehr, und in Prag hat man es ja kürzlich erlebt, daß die „patriotischen Kunstfreunde“ von heute es geschehen ließen, daß auf dem Denkmale, ohne alle Rücksicht für den dargestellten Helden, ohne Scheu für das Historische und für den reichseinheitlichen Geist, in welchem das Denkmal gedacht, ausgeführt, errichtet und mit einer in der Reichssprache abgefaßten Inschrift geschmückt war, die deutsche Inschrift einer czechischen weichen mußte. Ernster ist die Forderung Rieger's, daß die „wichtigsten Abschnitte“ dieses fast 92jährigen Lebens zum Ausdruckegebracht werden sollen.",96,negative
120,csv,"März 1879, die polnische Nation ihrem Dichter veranstaltete; denn nicht harmonisch aufzulösen und darum auch nicht geeignet, versöhnend zuwirken, ist dieser Contrast.",22,negative
121,csv,"Ihn bekümmerte schon früh die Wahrnehmung, daß der polnische Adel mit den demonstrativen Trauer=Zustimmungen um das Vaterland die Aufgabe seines Lebens als erfüllt ansah, dafür aber aller ersprießlichen Arbeit hochfahrend den Rücken kehrte.",33,negative
122,csv,"Excellenz im vorliegenden Falle, die so berechtigten Wünsche der Slovenen unberücksichtigt zu lassen? 2.",14,negative
123,csv,"Bobrzynski, hat vorgestern gesagt: „Ja, was fommt denn immer die böhmische Sache; da handelt es sich nur um einige gemischte Bezirke, und das wäre gerade so, als wenn die polnischen Abgeordneten immer nur vom Fürstenthume Teschen sprechen würden.“",38,negative
124,csv,"links), Bezirke, in denen nicht ein einziger Angehöriger der czechischen Nationalität lebt oder sie gelebt hat.",16,neutral
125,csv,"Im Herzogthums Schlesien wohnen zerstreut 144,000 Angehörige der polnischen Nationalität.",10,neutral
126,csv,"Niemandem in Böhmen wird es je einfallen, zu widerstreiten, daß dort, wo es durch ein wirklich öffentliches Interesse geboten ist, dafür gesorgt werden müsse, daß der Einzelne in seiner Sprache kein Hinderniß finde, sich bei den Behörden verständlich zu machen; daß aber jeder Beamte in Böhmen der böhmischen Sprache mächtig sein müsse — und das wird immer gefordert — ist nicht aus Rücksichten der Zweckmüßigkeit zu erklären, sonst müßte man das in Wien vielmehr fordern, weil hier viel mehr Czechen sind.",81,mixed
128,csv,Meine allgemeine Bemerkung jedoch über die fortwährende Abnahme der Kenntniß der deutschen Sprache seitens der czechischen Jugend bleibt aufrecht und wird dadurch nichtentkräftet. Abg.,24,neutral
129,csv,"In Folge vielfacher Anregungen von Seite seiner Mitglieder und auch um der eigenen Ueberzeugung Ausdruck zu geben, hat dieser Verein in Prag an die Handels= und Gewerbekammer in Pest ein Schreiben gerichtet, in welchem die Agitation der czechischen Zeitungen gegen den Bezug ungarischer Landesproducte perhorcescirtird, weil jede Agitation ähnlicher Art im wirthschaftlichen Lebender Volker zu verwerfen ist.",57,negative
130,csv,"Ein Brünner jungczechischer Advocat schlug vor, daß sämmtlich czechische Abgeordnete ihre Mandate niederlegen sollen, damit das czechische Volk in dem Streite entscheiden könne.",23,neutral
131,csv,"Dieser Vorschlag fand aber in der Versammlung, in welcher die Anhänger der alt=czechischen clerical=feudalen Partei die Mehrheit hatten, kein Entgegenkommen. Znaim, 29.",22,neutral
132,csv,"Der Erlaß macht schon nach seinem Wortlaute die czechische Sprache zur Sprache des Substrats der Berathung und damit theilweise zur ihrern Dienst- sprache und muß, wie die czechischen Juristen gegen die abschwächenden Erklärungen der Minister ausführen, binnen Kurzem zur völligen czechischen Berathung aller derartigen Angelegenheiten beim Prager Ober=Landesgerichte führen, woran jetzt schon die Forderung nach einer czechischen Abtheilung des Obersten Gerichtshofes geknüpft wird. Die Regierung, welche trotz des gewichtigsten Einspruches diese Verordnung aufrecht erhält, widersetzt sich aber gleichzeitig mit allem Nachdrucke der Forderung der Deutschen nach einer Zweitheilung des Präger Ober=Landesgerichtes, die durch den neuen Zustand nur an Berechtigung gewonnen hat.",101,mixed
133,csv,Die beiden letzten gewichtigeren czechischen Aeußerungen über diese Frage bestätigen diese Ansicht.,12,positive
134,csv,"Wir haben in drei aufeinander folgenden Landtagssessionen Anträge gestellt, eine sachliche Berathung der deutschen Beschwerden mit den czechischen Führern herbeiführen wollen und haben von Jahr zu Jahr eine schnödere Ablehnung erfahren.",31,negative
135,csv,"es einmal zu einer Verständigung oder wenigstens zu einer friedlichen Auseinandersetzung mit den Czechen komme, um endlich Ruhe und Ordnung in diesem Lande herzustellen Ich glaube aber, daß solche Verhandlungen nur unter zwei Voraussetzungen wirklich gelingen können.",37,mixed
136,csv,"Einmal eine mäßige Haltung der Czechen, welche einsehen würden, daß diese Frage nicht ausschließlich von dem Standpunkte zweier Landessprachen zu lösen ist, und dann die vermittelnde Thätigkeit einer Regierung, welcher beide Theile ein gewisses Vertrauen entgegenbringen können und welche an dem Staatsgedanken festhält. Gegenwärtig aber sind die Führer der Czechen im Besitze der Macht, wollen diese ausnützen, scheinen keine Nöthigung zu fühlen, auch nur einen Theil ihres Standpunktes zu concediren, und werden wahrscheinlich angesichts der leidenschaftlichen Anklagen der Jungczechen, welche ihnen vorwerfen, nicht genug national zu sein, noch weniger zu einem Einlenken bereit sein.",94,negative
137,csv,"Dr. Mattusch erklärte übrigens, daß die Czechen heute noch dieselben Ziele wie im Jahre 1871 haben, als die Erfüllung durch die Fundamental=Artikel nahe stand, und daß sie erwarten, mit der Zeit diese Ziele noch vollständig zu erreichen.",37,neutral
138,csv,"1""), welcher sagt, ich bin Mitglied der Regierungspartei und stütze die Regierung als solche, ist sonst nirgends vorhanden. In der nationalen Frage haben wir nun sehr bitter klagen gehört, sogar in der Richtung, als ob man noch immer die Slavenunterdrücken oder doch bedrücken würde, und als ob die Czechen in Böhmen sich über die Deutschen zu beklagen hätten.",58,negative
139,csv,"rechts) Der moderne Patriotismus habe nicht das nothwendige Rückgriff, um die Anforderungen des Militarismus abzuweisen. Auf sein engeres Heimathland übergehend, wünscht Redner den Aufhau einer Eisenbahn, die Unterkrain mit der Hauptstadt Laibach verbindet, und gelangt hierauf zur Besprechung der Verhältnisse in Kärnten, wo das slovenische Element noch viel zu wenig Berücksichtigung finde.",52,negative
140,csv,"Redner erklärt, daß die Slovenen in dem Kampfe umfritten ausharren und wol auch den Sieg erringen werden, weil sie an die Gerechtigkeit desselben glauben.",24,positive
141,csv,"Der Landes=Chef des Küstenlandes sei keiner der slavischen Sprachen dieses Landes, weder des slovenischen noch des croatischen Idiome mächtig, und es gebe überhaupt bei der Statthalterei in Triest jetzt keinen Beamten, welcher der croatischen Sprache vollkommen mächtig sei; nicht eine einzige officielle Landeszeitung werde in localischer oder croatischer Sprache ausgegeben.",50,negative
142,csv,"Gegen diese Entscheidung wurde seitens der Czechen die Beschwerde vom Verwaltungs=Gerichtshof ergriffen, welche, wie heute die hiesige National=Verwaltung mittheilt, ohne weitere Verhandlung verworfen wurde. Februar.",25,negative
143,csv,"Die Situation sei allerdings durch die jungczechischen Wahlerfolge zu Ungunsten der Deutsch=Conservativen verändert worden, weil die Altezechen, bisher neben den Slovenen die treuesten Bundesgenossen, voraussichtlich ihr Vorgehen etwas ändern werden.",30,neutral
144,csv,"Die Auflösung des czechischen Akademischen Lesevereins wird vorladen Jungczechen ausgenützt, in der Bewegung gegen die Alterzechen neue Nahrung zuzuführen.",19,negative
145,csv,"Schließlich wendet sich oft die „Politik"" auch gegen das „Vaterland“, welche Lösung des Vereins gerechtfertigt fand, indem der czechischen Studenten für Re- Revolutionzeichnete.",23,neutral
146,csv,ES wird den Clericalen ergehen wie den Czechen.,8,negative
147,csv,"Die Slovenen und Dalmatiner sind längst entschlossen, einen slavischen Club zu bilden, und dann hätte Graf Hohmwart nur über die kleine Gruppe clericaler Abgeordneter zu verfügen, welche bei dem Abfalle des Prinzen Liechtenstein, der plötzlich eine besondere Fraction gründete, treu geblieben sind.",42,neutral
148,csv,Nach diesem Systemungefähr ist der Antrag der czechischen Adreß=Commission angelegt.,10,neutral
149,csv,"Die Jungczechen können sich rühmen, daß niemals ein Antrag einensolchen Triumph gefeiert hat wie der ihrige.",16,positive
150,csv,"Ernsthafter wird dieses Staatsrecht durch alle die parlamentarischen Grimassen nicht, welche die Czechen zu schneiden für gut sinden, aber um unsern der Ruhe und inneren Consolidirung sehr bedürftigen Staat neuerlich aufzuregen, in allen Nerven zu reizen, durch wiederholte Krisen zu hetzen, dazu reicht auch die Jagd nach einem Phantomaus.",49,negative
151,csv,"Damit aber ist der Aeolusschlauch, aus dem schon so viele staatsrechtliche Orcane hervorgingen, die unsere friedlichen Fluren verwüsteten, von neuem geöffnet und Oesterreich allen Wechselfällen einer Zukunft preisgegeben, die auf dem erschütterten und unterwühlten Boden eines öffentlichen Rechtes schwankt. Hierin, in diesem muthwilligen und frivolen Spiel mit den Rechtsgrundlagen des Reiches, zeigt sich der czechische Patriotismus, der in neuester Zeit den Anspruch erhebt, als Modell zu gelten.",67,negative
152,csv,"Wir glauben, daß, nachdem die Czechen zehn Jahre lang an der Gesetzgebung auf Grund der Verfassung theilgenommen haben, es endlich Zeit wäre, allen diesen staatsrechtlichen Hinterhältigkeiten und Zweideutigkeiten ein Ende zu machen, und wir glauben, daß solchem Treiben gegenüber eine offene, energische Sprache von Seite der Regierung dringend geboten wäre, wenn anders die Regierung noch den Anspruch erhebt, als eine verfassungsmäßige zu gelten.",63,negative
